,labels,source,path
43,male_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_01/03-01-02-01-01-02-01.wav
44,male_sad,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_01/03-01-04-01-02-02-01.wav
45,male_angry,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_01/03-01-05-01-02-01-01.wav
46,male_angry,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_01/03-01-05-02-02-02-01.wav
47,male_sad,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_01/03-01-04-01-01-02-01.wav
48,male_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_01/03-01-01-01-02-01-01.wav
49,male_disgust,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_01/03-01-07-02-02-02-01.wav
50,male_sad,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_01/03-01-04-01-02-01-01.wav
51,male_sad,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_01/03-01-04-02-01-02-01.wav
52,male_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_01/03-01-02-01-02-02-01.wav
53,male_disgust,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_01/03-01-07-01-01-02-01.wav
54,male_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_01/03-01-02-02-01-02-01.wav
55,male_happy,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_01/03-01-03-01-01-01-01.wav
56,male_angry,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_01/03-01-05-01-02-02-01.wav
57,male_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_01/03-01-01-01-01-01-01.wav
58,male_angry,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_01/03-01-05-01-01-01-01.wav
59,male_surprise,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_01/03-01-08-02-02-02-01.wav
60,female_sad,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-04-02-01-01-02.wav
61,female_happy,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-03-01-02-01-02.wav
62,female_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-01-01-01-01-02.wav
63,female_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-02-02-02-02-02.wav
64,female_happy,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-03-01-01-01-02.wav
65,female_fear,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-06-02-01-01-02.wav
66,female_surprise,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-08-01-01-02-02.wav
67,female_surprise,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-08-01-02-01-02.wav
68,female_fear,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-06-01-02-02-02.wav
69,female_sad,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-04-01-02-02-02.wav
70,female_angry,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-05-02-02-01-02.wav
71,female_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-01-01-02-01-02.wav
72,female_disgust,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-07-02-02-01-02.wav
73,female_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-02-01-02-01-02.wav
74,female_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-02-01-02-02-02.wav
75,female_fear,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-06-01-01-01-02.wav
76,female_happy,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-03-02-02-01-02.wav
77,female_angry,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-05-02-01-02-02.wav
78,female_disgust,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-07-01-02-01-02.wav
79,female_disgust,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-07-02-01-01-02.wav
80,female_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-02-01-01-02-02.wav
81,female_happy,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-03-02-02-02-02.wav
82,female_disgust,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-07-02-01-02-02.wav
83,female_happy,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-03-02-01-02-02.wav
84,female_happy,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-03-01-01-02-02.wav
85,female_sad,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-04-01-01-02-02.wav
86,female_sad,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-04-01-02-01-02.wav
87,female_sad,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-04-02-02-01-02.wav
88,female_disgust,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-07-02-02-02-02.wav
89,female_surprise,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-08-02-02-01-02.wav
90,female_sad,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-04-01-01-01-02.wav
91,female_angry,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-05-01-01-02-02.wav
92,female_disgust,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-07-01-01-01-02.wav
93,female_sad,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-04-02-01-02-02.wav
94,female_sad,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-04-02-02-02-02.wav
95,female_fear,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-06-02-01-02-02.wav
96,female_surprise,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-08-01-02-02-02.wav
97,female_angry,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-05-01-02-02-02.wav
98,female_surprise,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-08-01-01-01-02.wav
99,female_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-02-02-02-01-02.wav
100,female_surprise,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-08-02-01-01-02.wav
101,female_fear,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-06-02-02-02-02.wav
102,female_happy,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-03-02-01-01-02.wav
103,female_angry,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-05-02-01-01-02.wav
104,female_surprise,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-08-02-02-02-02.wav
105,female_happy,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-03-01-02-02-02.wav
106,female_angry,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-05-01-02-01-02.wav
107,female_angry,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-05-01-01-01-02.wav
108,female_surprise,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-08-02-01-02-02.wav
109,female_fear,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-06-02-02-01-02.wav
110,female_fear,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-06-01-02-01-02.wav
111,female_disgust,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-07-01-01-02-02.wav
112,female_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-02-02-01-02-02.wav
113,female_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-01-01-02-02-02.wav
114,female_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-01-01-01-02-02.wav
115,female_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-02-02-01-01-02.wav
116,female_disgust,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-07-01-02-02-02.wav
117,female_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-02-01-01-01-02.wav
118,female_angry,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-05-02-02-02-02.wav
119,female_fear,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_02/03-01-06-01-01-02-02.wav
120,male_happy,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-03-02-02-02-03.wav
121,male_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-01-01-02-01-03.wav
122,male_disgust,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-07-02-01-02-03.wav
123,male_disgust,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-07-02-02-02-03.wav
124,male_surprise,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-08-01-02-01-03.wav
125,male_angry,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-05-02-02-02-03.wav
126,male_sad,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-04-01-01-01-03.wav
127,male_angry,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-05-01-01-02-03.wav
128,male_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-02-02-01-02-03.wav
129,male_fear,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-06-02-02-02-03.wav
130,male_surprise,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-08-01-01-01-03.wav
131,male_disgust,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-07-02-02-01-03.wav
132,male_disgust,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-07-02-01-01-03.wav
133,male_fear,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-06-01-01-02-03.wav
134,male_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-02-01-02-02-03.wav
135,male_happy,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-03-02-01-02-03.wav
136,male_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-01-01-01-01-03.wav
137,male_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-01-01-01-02-03.wav
138,male_angry,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-05-01-01-01-03.wav
139,male_happy,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-03-01-01-01-03.wav
140,male_fear,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-06-02-01-01-03.wav
141,male_sad,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-04-02-01-01-03.wav
142,male_disgust,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-07-01-01-02-03.wav
143,male_surprise,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-08-02-01-01-03.wav
144,male_happy,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-03-01-02-01-03.wav
145,male_fear,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-06-02-02-01-03.wav
146,male_sad,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-04-02-01-02-03.wav
147,male_surprise,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-08-02-02-02-03.wav
148,male_fear,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-06-01-02-01-03.wav
149,male_surprise,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-08-02-02-01-03.wav
150,male_surprise,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-08-01-02-02-03.wav
151,male_happy,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-03-02-02-01-03.wav
152,male_sad,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-04-01-02-01-03.wav
153,male_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-02-02-02-02-03.wav
154,male_sad,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-04-01-02-02-03.wav
155,male_happy,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-03-01-01-02-03.wav
156,male_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-02-01-02-01-03.wav
157,male_angry,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-05-02-01-02-03.wav
158,male_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-02-02-02-01-03.wav
159,male_sad,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-04-02-02-01-03.wav
160,male_surprise,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-08-02-01-02-03.wav
161,male_happy,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-03-01-02-02-03.wav
162,male_angry,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-05-02-01-01-03.wav
163,male_happy,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-03-02-01-01-03.wav
164,male_fear,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-06-02-01-02-03.wav
165,male_neutral,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-02-02-01-01-03.wav
166,male_angry,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-05-01-02-02-03.wav
167,male_sad,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-04-02-02-02-03.wav
168,male_disgust,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-07-01-02-01-03.wav
169,male_disgust,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-07-01-01-01-03.wav
170,male_fear,RAVDESS,/home/emir/Desktop/Projects/audio-sentiment-analysis-deep-learning-tool/Datasets/RavdessActor_03/03-01-06-01-02-02-03.wav
