,labels,source,path
18,male_happy,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-03-02-02-02-01.wav
19,male_sad,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-04-01-01-01-01.wav
20,male_sad,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-04-01-01-02-01.wav
21,male_sad,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-04-01-02-01-01.wav
22,male_sad,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-04-01-02-02-01.wav
23,male_sad,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-04-02-01-01-01.wav
24,male_sad,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-04-02-01-02-01.wav
25,male_sad,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-04-02-02-01-01.wav
26,male_sad,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-04-02-02-02-01.wav
27,male_angry,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-05-01-01-01-01.wav
28,male_angry,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-05-01-02-01-01.wav
29,male_angry,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-05-01-02-02-01.wav
30,male_angry,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-05-02-01-01-01.wav
31,male_angry,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-05-02-01-02-01.wav
32,male_angry,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-05-02-02-01-01.wav
33,male_angry,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-05-02-02-02-01.wav
34,male_fear,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-06-01-01-01-01.wav
35,male_fear,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-06-01-01-02-01.wav
36,male_fear,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-06-01-02-01-01.wav
37,male_fear,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-06-01-02-02-01.wav
38,male_fear,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-06-02-01-01-01.wav
39,male_fear,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-06-02-01-02-01.wav
40,male_fear,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-06-02-02-01-01.wav
41,male_fear,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-06-02-02-02-01.wav
42,male_disgust,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-07-01-01-02-01.wav
43,male_disgust,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-07-01-02-01-01.wav
44,male_disgust,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-07-01-02-02-01.wav
45,male_disgust,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-07-02-01-01-01.wav
46,male_disgust,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-07-02-01-02-01.wav
47,male_disgust,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-07-02-02-01-01.wav
48,male_disgust,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-07-02-02-02-01.wav
49,male_surprise,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-08-01-01-01-01.wav
50,male_surprise,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-08-01-01-02-01.wav
51,male_surprise,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-08-01-02-01-01.wav
52,male_surprise,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-08-01-02-02-01.wav
53,male_surprise,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-08-02-01-01-01.wav
54,male_surprise,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-08-02-01-02-01.wav
55,male_surprise,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-08-02-02-01-01.wav
56,male_surprise,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-08-02-02-02-01.wav
57,male_happy,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-03-01-02-01-01.wav
58,male_angry,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-05-01-01-02-01.wav
59,male_disgust,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_01/03-01-07-01-01-01-01.wav
60,female_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-01-01-01-01-02.wav
61,female_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-01-01-01-02-02.wav
62,female_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-01-01-02-01-02.wav
63,female_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-01-01-02-02-02.wav
64,female_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-02-01-01-01-02.wav
65,female_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-02-01-01-02-02.wav
66,female_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-02-01-02-01-02.wav
67,female_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-02-01-02-02-02.wav
68,female_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-02-02-01-01-02.wav
69,female_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-02-02-01-02-02.wav
70,female_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-02-02-02-01-02.wav
71,female_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-02-02-02-02-02.wav
72,female_happy,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-03-01-01-01-02.wav
73,female_happy,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-03-01-01-02-02.wav
74,female_happy,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-03-01-02-02-02.wav
75,female_happy,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-03-02-01-01-02.wav
76,female_happy,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-03-02-01-02-02.wav
77,female_happy,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-03-02-02-01-02.wav
78,female_happy,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-03-02-02-02-02.wav
79,female_sad,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-04-01-01-01-02.wav
80,female_sad,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-04-01-01-02-02.wav
81,female_sad,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-04-01-02-01-02.wav
82,female_sad,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-04-01-02-02-02.wav
83,female_sad,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-04-02-01-01-02.wav
84,female_sad,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-04-02-01-02-02.wav
85,female_sad,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-04-02-02-01-02.wav
86,female_sad,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-04-02-02-02-02.wav
87,female_angry,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-05-01-01-01-02.wav
88,female_angry,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-05-01-02-01-02.wav
89,female_angry,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-05-01-02-02-02.wav
90,female_angry,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-05-02-01-01-02.wav
91,female_angry,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-05-02-01-02-02.wav
92,female_angry,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-05-02-02-01-02.wav
93,female_angry,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-05-02-02-02-02.wav
94,female_fear,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-06-01-01-01-02.wav
95,female_fear,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-06-01-01-02-02.wav
96,female_fear,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-06-01-02-01-02.wav
97,female_fear,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-06-01-02-02-02.wav
98,female_fear,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-06-02-01-01-02.wav
99,female_fear,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-06-02-01-02-02.wav
100,female_fear,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-06-02-02-01-02.wav
101,female_fear,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-06-02-02-02-02.wav
102,female_disgust,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-07-01-01-02-02.wav
103,female_disgust,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-07-01-02-01-02.wav
104,female_disgust,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-07-01-02-02-02.wav
105,female_disgust,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-07-02-01-01-02.wav
106,female_disgust,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-07-02-01-02-02.wav
107,female_disgust,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-07-02-02-01-02.wav
108,female_disgust,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-07-02-02-02-02.wav
109,female_surprise,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-08-01-01-01-02.wav
110,female_surprise,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-08-01-01-02-02.wav
111,female_surprise,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-08-01-02-01-02.wav
112,female_surprise,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-08-01-02-02-02.wav
113,female_surprise,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-08-02-01-01-02.wav
114,female_surprise,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-08-02-01-02-02.wav
115,female_surprise,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-08-02-02-01-02.wav
116,female_surprise,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-08-02-02-02-02.wav
117,female_happy,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-03-01-02-01-02.wav
118,female_angry,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-05-01-01-02-02.wav
119,female_disgust,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_02/03-01-07-01-01-01-02.wav
120,male_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-01-01-01-01-03.wav
121,male_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-01-01-01-02-03.wav
122,male_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-01-01-02-01-03.wav
123,male_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-01-01-02-02-03.wav
124,male_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-02-01-01-01-03.wav
125,male_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-02-01-01-02-03.wav
126,male_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-02-01-02-01-03.wav
127,male_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-02-01-02-02-03.wav
128,male_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-02-02-01-01-03.wav
129,male_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-02-02-01-02-03.wav
130,male_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-02-02-02-01-03.wav
131,male_neutral,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-02-02-02-02-03.wav
132,male_happy,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-03-01-01-01-03.wav
133,male_happy,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-03-01-01-02-03.wav
134,male_happy,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-03-01-02-02-03.wav
135,male_happy,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-03-02-01-01-03.wav
136,male_happy,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-03-02-01-02-03.wav
137,male_happy,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-03-02-02-01-03.wav
138,male_happy,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-03-02-02-02-03.wav
139,male_sad,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-04-01-01-01-03.wav
140,male_sad,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-04-01-01-02-03.wav
141,male_sad,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-04-01-02-01-03.wav
142,male_sad,RAVDESS,/media/atakan/860A31970A318569/UBUNTU/PROJECT/audio-sentiment-analysis-deep-learning-tool/Datasets/Ravdess/Actor_03/03-01-04-01-02-02-03.wav
